"","x"
"1",35.7603714550312
"2",39.1051267663565
"3",42.2254870040561
"4",41.9852398596978
"5",38.2426885391009
"6",45.396481430211
"7",35.2375448403947
"8",52.4426613677831
"9",48.7154812602752
"10",47.4972564646393
