"","x"
"1",58.126640278114
"2",71.353178366658
"3",61.1448002029833
"4",55.9230962771069
"5",48.8775658262844
"6",70.9653271521436
"7",50.3386820465286
"8",64.984179373265
"9",66.3656828827655
"10",60.8458814346813
